-256.14	-521.08
-132.8	-501.45
-9.13	-481.74
114.39	-461.99
237.78	-442.42
361.0	-422.83
-334.8	-424.5
-211.35	-404.48
-88.05	-384.3
35.54	-364.83
158.94	-345.23
282.18	-325.74
405.83	-306.38
-413.46	-327.27
-290.66	-307.38
-166.4	-287.79
-43.27	-267.52
79.41	-248.24
210.47	-209.77
326.85	-209.07
443.55	-194.16
-492.43	-230.16
-368.93	-210.23
-245.65	-190.49
-121.77	-171.03
1.71	-150.63
124.97	-131.25
248.15	-111.87
371.56	-92.18
500.43	-58.45
-570.9	-125.14
-447.74	-113.13
-324.39	-93.43
-200.55	-74.03
-77.8	-54.33
46.29	-34.88
194.34	-30.92
292.9	5.2
411.81	13.0
544.07	55.89
-526.63	-15.6
-403.14	3.49
-279.53	23.17
-156.23	43.37
-32.96	62.44
90.49	82.35
195.03	125.59
330.03	127.2
472.05	127.9
576.37	170.92
-481.6	101.39
-358.44	120.56
-234.95	140.44
-111.51	159.98
11.87	179.19
132.03	202.98
257.31	211.66
382.35	238.9
505.27	257.88
-437.04	217.8
-313.6	237.44
-189.98	257.42
-66.7	276.92
54.26	292.97
174.47	315.54
303.41	335.64
429.76	351.02
-392.38	334.24
-268.9	354.24
-145.45	374.24
-21.97	393.24
101.04	412.79
224.58	432.35
338.44	463.72
-347.88	451.52
-224.09	470.86
-101.06	490.22
22.11	509.5
31.25	-72.93
72.37	-66.6
41.6	35.49
106.94	27.09
113.19	-60.47
57.2	-105.52
-9.68	-79.5
-10.97	6.72
